Theta,	Phi,	Horizontal Power Gain,	Vertical Power Gain,	Total Power Gain,	etheta_magnitude,	etheta_phase,	ephi_magnitude,	ephi_phase
21.6,	7.2  ,	-28.5735  ,	-2.51589  ,	-2.50513  ,	0.0261558  ,	-13.8629  ,	0.00364834  ,	144.854
28.8,	7.2  ,	-29.0915  ,	-3.22947  ,	-3.21822  ,	0.0240935  ,	-25.7219  ,	0.00336599  ,	132.523
36,	7.2  ,	-31.3586  ,	-4.36276  ,	-4.35409  ,	0.0211632  ,	-40.0889  ,	0.00278273  ,	119.725
43.2,	7.2  ,	-36.0896  ,	-6.06198  ,	-6.05766  ,	0.0174348  ,	-56.744  ,	0.00195354  ,	106.722
50.4,	7.2  ,	-45.8583  ,	-8.5244  ,	-8.5236  ,	0.0131677  ,	-75.7983  ,	0.0010281  ,	94.116
57.6,	7.2  ,	-67.6067  ,	-12.0475  ,	-12.0475  ,	0.00880046  ,	-98.0682  ,	0.000214005  ,	85.8658
64.8,	7.2  ,	-52.6229  ,	-17.1374  ,	-17.1361  ,	0.00489105  ,	-126.631  ,	0.000297254  ,	-110.512
72,	7.2  ,	-38.7305  ,	-24.3547  ,	-24.1989  ,	0.00213028  ,	-174.656  ,	0.000428808  ,	-102.306
79.2,	7.2  ,	-47.1623  ,	-27.6985  ,	-27.6496  ,	0.00134691  ,	104.049  ,	0.000564943  ,	-58.8014
86.4,	7.2  ,	-32.1692  ,	-28.5491  ,	-26.9821  ,	0.00089506  ,	58.388  ,	0.0012987  ,	-42.0585
93.6,	7.2  ,	-30.4956  ,	-23.1567  ,	-22.4212  ,	0.0012771  ,	-170.112  ,	0.00234084  ,	-49.721
100.8,	7.2  ,	-22.6894  ,	-15.1656  ,	-14.4584  ,	0.00576654  ,	171.159  ,	0.00335092  ,	-64.1869
108,	7.2  ,	-21.197  ,	-8.4616  ,	-8.23621  ,	0.013048  ,	149.994  ,	0.00401609  ,	-81.2082
115.2,	7.2  ,	-21.1824  ,	-3.49274  ,	-3.41943  ,	0.0234234  ,	130.017  ,	0.00404708  ,	-99.8602
122.4,	7.2  ,	-22.6723  ,	0.425147  ,	0.446378  ,	0.0369547  ,	111.519  ,	0.00323569  ,	-121.776
129.6,	7.2  ,	-26.6933  ,	3.5967  ,	3.60076  ,	0.0533132  ,	94.6638  ,	0.00166888  ,	-163.044
136.8,	7.2  ,	-41.9352  ,	6.17414  ,	6.17421  ,	0.0717012  ,	79.6153  ,	0.00213941  ,	87.193
144,	7.2  ,	-28.6593  ,	8.24538  ,	8.24626  ,	0.090894  ,	66.538  ,	0.00547655  ,	52.7791
151.2,	7.2  ,	-21.6281  ,	9.86902  ,	9.8721  ,	0.109401  ,	55.5896  ,	0.00938338  ,	37.387
158.4,	7.2  ,	-18.0965  ,	11.0887  ,	11.094  ,	0.125694  ,	46.9135  ,	0.0132352  ,	27.456
165.6,	7.2  ,	-16.0706  ,	11.9385  ,	11.9453  ,	0.13842  ,	40.6312  ,	0.0165395  ,	20.9342
172.8,	7.2  ,	-14.9845  ,	12.4434  ,	12.4512  ,	0.146551  ,	36.8344  ,	0.0188947  ,	17.2813
180,	7.2  ,	-14.6064  ,	12.6188  ,	12.627  ,	0.149449  ,	35.5773  ,	0.0200298  ,	16.3106
187.2,	7.2  ,	-14.8422  ,	12.4691  ,	12.4772  ,	0.146875  ,	36.8716  ,	0.0198257  ,	17.9375
194.4,	7.2  ,	-15.6863  ,	11.9872  ,	11.9946  ,	0.138995  ,	40.6841  ,	0.0183169  ,	22.1074
201.6,	7.2  ,	-17.2184  ,	11.1542  ,	11.1605  ,	0.126391  ,	46.939  ,	0.015682  ,	28.7794
208.8,	7.2  ,	-19.6438  ,	9.94126  ,	9.94603  ,	0.110065  ,	55.5242  ,	0.0122265  ,	37.9493
216,	7.2  ,	-23.4483  ,	8.30992  ,	8.31282  ,	0.0913783  ,	66.3  ,	0.00835278  ,	49.7575
223.2,	7.2  ,	-30.171  ,	6.21223  ,	6.21322  ,	0.0719146  ,	79.1094  ,	0.0045121  ,	65.0695
230.4,	7.2  ,	-67.9213  ,	3.58742  ,	3.58742  ,	0.0532446  ,	93.7895  ,	0.00116756  ,	94.4844
237.6,	7.2  ,	-32.5368  ,	0.352923  ,	0.355155  ,	0.0366756  ,	110.185  ,	0.00155427  ,	-102.206
244.8,	7.2  ,	-28.7456  ,	-3.61464  ,	-3.60134  ,	0.0230603  ,	128.166  ,	0.00317514  ,	-75.9553
252,	7.2  ,	-28.3039  ,	-8.50512  ,	-8.45987  ,	0.0127331  ,	147.657  ,	0.00385891  ,	-53.7445
259.2,	7.2  ,	-30.7498  ,	-14.4791  ,	-14.3778  ,	0.00558563  ,	168.663  ,	0.00375702  ,	-30.2467
266.4,	7.2  ,	-41.8838  ,	-20.3857  ,	-20.355  ,	0.00123089  ,	-169.386  ,	0.00315076  ,	-3.6592
273.6,	7.2  ,	-44.6217  ,	-22.9309  ,	-22.9016  ,	0.000834835  ,	43.825  ,	0.00238096  ,	28.6458
280.8,	7.2  ,	-41.338  ,	-24.3222  ,	-24.2367  ,	0.00121023  ,	86.998  ,	0.00179345  ,	69.6508
288,	7.2  ,	-29.9465  ,	-25.2498  ,	-23.9817  ,	0.00155281  ,	175.078  ,	0.00159781  ,	114.61
295.2,	7.2  ,	-26.7546  ,	-19.1766  ,	-18.4775  ,	0.00385916  ,	-129.886  ,	0.00165453  ,	150.881
302.4,	7.2  ,	-26.2949  ,	-13.6527  ,	-13.4226  ,	0.00731544  ,	-100.251  ,	0.00171666  ,	175.625
309.6,	7.2  ,	-26.3169  ,	-9.8831  ,	-9.78548  ,	0.0112941  ,	-77.592  ,	0.0017032  ,	-168.822
316.8,	7.2  ,	-26.7747  ,	-7.23081  ,	-7.18283  ,	0.0153228  ,	-58.2451  ,	0.00165822  ,	-161.222
324,	7.2  ,	-27.65  ,	-5.35231  ,	-5.32679  ,	0.0190105  ,	-41.3175  ,	0.00167293  ,	-160.409
331.2,	7.2  ,	-29.0605  ,	-4.03576  ,	-4.02212  ,	0.0221023  ,	-26.6882  ,	0.00181886  ,	-163.542
338.4,	7.2  ,	-31.4028  ,	-3.13076  ,	-3.1243  ,	0.0245024  ,	-14.5755  ,	0.00209783  ,	-167.622
345.6,	7.2  ,	-35.8123  ,	-2.52681  ,	-2.52477  ,	0.0262346  ,	-5.3852  ,	0.00245711  ,	-171.898
352.8,	7.2  ,	-49.383  ,	-2.14935  ,	-2.14927  ,	0.0273668  ,	0.421211  ,	0.00283692  ,	-177.149
0,	10.8  ,	-39.6831  ,	-1.95762  ,	-1.95689  ,	0.0276937  ,	2.52692  ,	0.00493324  ,	178.212
7.2,	10.8  ,	-32.6983  ,	-1.93564  ,	-1.932  ,	0.0277281  ,	0.824321  ,	0.00519419  ,	171.623
14.4,	10.8  ,	-29.6926  ,	-2.10915  ,	-2.10158  ,	0.0271627  ,	-4.63485  ,	0.00524777  ,	162.429
21.6,	10.8  ,	-28.6539  ,	-2.52351  ,	-2.51294  ,	0.0259013  ,	-13.4988  ,	0.00503052  ,	151.244
28.8,	10.8  ,	-29.2594  ,	-3.25636  ,	-3.24548  ,	0.0238352  ,	-25.3208  ,	0.00447301  ,	138.676
36,	10.8  ,	-31.7357  ,	-4.41785  ,	-4.40981  ,	0.020909  ,	-39.7059  ,	0.00355399  ,	125.213
43.2,	10.8  ,	-37.081  ,	-6.15125  ,	-6.14774  ,	0.0172023  ,	-56.4381  ,	0.00235598  ,	111.37
50.4,	10.8  ,	-50.5163  ,	-8.64499  ,	-8.64471  ,	0.0129799  ,	-75.6248  ,	0.00108174  ,	98.7857
57.6,	10.8  ,	-51.7341  ,	-12.1726  ,	-12.1721  ,	0.0086772  ,	-98.073  ,	9.17293e-05  ,	166.159
64.8,	10.8  ,	-65.342  ,	-17.1765  ,	-17.1765  ,	0.00484038  ,	-126.826  ,	0.000599609  ,	-124.991
72,	10.8  ,	-40.1203  ,	-24.1809  ,	-24.0717  ,	0.00213849  ,	-174.612  ,	0.000537813  ,	-133.465
79.2,	10.8  ,	-43.3641  ,	-28.2819  ,	-28.1491  ,	0.00134669  ,	106.049  ,	0.000296561  ,	-19.5148
86.4,	10.8  ,	-32.4186  ,	-26.8094  ,	-25.7548  ,	0.000893153  ,	62.8066  ,	0.00158191  ,	-11.0421
93.6,	10.8  ,	-34.8172  ,	-20.4131  ,	-20.2584  ,	0.00127621  ,	-175.094  ,	0.0031735  ,	-27.1628
100.8,	10.8  ,	-24.263  ,	-14.0188  ,	-13.6266  ,	0.00568106  ,	169.337  ,	0.00464731  ,	-45.6351
108,	10.8  ,	-21.7086  ,	-8.19791  ,	-8.00859  ,	0.0128635  ,	148.837  ,	0.00556226  ,	-64.8553
115.2,	10.8  ,	-21.3467  ,	-3.48916  ,	-3.41861  ,	0.0231269  ,	129.213  ,	0.00550352  ,	-84.7784
122.4,	10.8  ,	-22.6831  ,	0.349429  ,	0.370979  ,	0.0365374  ,	110.972  ,	0.00417741  ,	-107.479
129.6,	10.8  ,	-26.5921  ,	3.50754  ,	3.51178  ,	0.0527665  ,	94.3197  ,	0.00175384  ,	-155.846
136.8,	10.8  ,	-41.2112  ,	6.09667  ,	6.09675  ,	0.0710145  ,	79.4305  ,	0.00340862  ,	84.5956
144,	10.8  ,	-28.8025  ,	8.18756  ,	8.18843  ,	0.0900562  ,	66.4743  ,	0.00848045  ,	57.7619
151.2,	10.8  ,	-21.6713  ,	9.83115  ,	9.83422  ,	0.108405  ,	55.6138  ,	0.0141542  ,	43.6643
158.4,	10.8  ,	-18.1115  ,	11.0677  ,	11.0729  ,	0.124541  ,	46.9984  ,	0.0196573  ,	33.9709
165.6,	10.8  ,	-16.0746  ,	11.9297  ,	11.9366  ,	0.137125  ,	40.7556  ,	0.0243096  ,	27.3912
172.8,	10.8  ,	-14.9847  ,	12.4417  ,	12.4495  ,	0.145143  ,	36.9825  ,	0.0275532  ,	23.5862
180,	10.8  ,	-14.6064  ,	12.6188  ,	12.627  ,	0.147967  ,	35.738  ,	0.0290144  ,	22.4368
187.2,	10.8  ,	-14.8438  ,	12.4652  ,	12.4733  ,	0.145366  ,	37.0363  ,	0.0285335  ,	23.8775
194.4,	10.8  ,	-15.6895  ,	11.9736  ,	11.981  ,	0.13751  ,	40.845  ,	0.0261703  ,	27.8452
201.6,	10.8  ,	-17.2205  ,	11.1252  ,	11.1316  ,	0.124982  ,	47.0866  ,	0.0221942  ,	34.2655
208.8,	10.8  ,	-19.6347  ,	9.89126  ,	9.8961  ,	0.108777  ,	55.6453  ,	0.017061  ,	43.0583
216,	10.8  ,	-23.3928  ,	8.2346  ,	8.23759  ,	0.0902549  ,	66.3759  ,	0.0113678  ,	54.1757
223.2,	10.8  ,	-29.8947  ,	6.11105  ,	6.11214  ,	0.0709878  ,	79.1138  ,	0.0057756  ,	67.8159
230.4,	10.8  ,	-56.4743  ,	3.46982  ,	3.46982  ,	0.0525333  ,	93.6869  ,	0.000913622  ,	90.3683
237.6,	10.8  ,	-33.8158  ,	0.253309  ,	0.25501  ,	0.0361811  ,	109.927  ,	0.00278019  ,	-85.0852
244.8,	10.8  ,	-30.0702  ,	-3.59872  ,	-3.58894  ,	0.0227633  ,	127.682  ,	0.00502375  ,	-65.3253
252,	10.8  ,	-30.3019  ,	-8.11203  ,	-8.08588  ,	0.0125946  ,	146.817  ,	0.0058583  ,	-44.8378
259.2,	10.8  ,	-34.6235  ,	-13.082  ,	-13.0517  ,	0.00555154  ,	167.108  ,	0.0055387  ,	-22.4657
266.4,	10.8  ,	-55.5738  ,	-17.5932  ,	-17.5925  ,	0.00124416  ,	-174.265  ,	0.00447972  ,	2.93091
273.6,	10.8  ,	-45.0746  ,	-20.6283  ,	-20.6127  ,	0.000849358  ,	47.8721  ,	0.00317203  ,	34.0429
280.8,	10.8  ,	-44.9296  ,	-23.0857  ,	-23.0574  ,	0.00126716  ,	86.6744  ,	0.00212976  ,	76.1387
288,	10.8  ,	-32.3455  ,	-24.2301  ,	-23.6068  ,	0.00153775  ,	170.451  ,	0.00174558  ,	127.126
295.2,	10.8  ,	-27.2572  ,	-19.2659  ,	-18.6258  ,	0.00371517  ,	-132.006  ,	0.00179894  ,	166.744
302.4,	10.8  ,	-26.3718  ,	-13.8749  ,	-13.6371  ,	0.00710163  ,	-101.423  ,	0.0018187  ,	-170.564
309.6,	10.8  ,	-26.2883  ,	-10.0754  ,	-9.97275  ,	0.0110452  ,	-78.3952  ,	0.00171917  ,	-162.058
316.8,	10.8  ,	-26.7279  ,	-7.37677  ,	-7.32663  ,	0.0150634  ,	-58.8565  ,	0.00170169  ,	-166.121
324,	10.8  ,	-27.6203  ,	-5.45582  ,	-5.42952  ,	0.0187538  ,	-41.8056  ,	0.00199495  ,	-174.369
331.2,	10.8  ,	-29.059  ,	-4.10499  ,	-4.09113  ,	0.0218506  ,	-27.079  ,	0.00257234  ,	-178.046
338.4,	10.8  ,	-31.4274  ,	-3.17383  ,	-3.16735  ,	0.024252  ,	-14.8723  ,	0.00326235  ,	-177.883
345.6,	10.8  ,	-35.8592  ,	-2.55044  ,	-2.54841  ,	0.0259819  ,	-5.57871  ,	0.00393198  ,	-177.185
352.8,	10.8  ,	-49.5158  ,	-2.15884  ,	-2.15876  ,	0.027112  ,	0.343947  ,	0.00450317  ,	-178.136
0,	14.4  ,	-39.6831  ,	-1.95762  ,	-1.95689  ,	0.0273302  ,	2.57578  ,	0.00665877  ,	179.338
7.2,	14.4  ,	-32.7362  ,	-1.9327  ,	-1.92909  ,	0.0273631  ,	0.996819  ,	0.00690087  ,	174.019
14.4,	14.4  ,	-29.7488  ,	-2.11169  ,	-2.10421  ,	0.0267967  ,	-4.35341  ,	0.00684278  ,	165.693
21.6,	14.4  ,	-28.7443  ,	-2.54156  ,	-2.53116  ,	0.0255338  ,	-13.1387  ,	0.00642603  ,	154.951
28.8,	14.4  ,	-29.4265  ,	-3.30102  ,	-3.29043  ,	0.02347  ,	-24.9277  ,	0.00558841  ,	142.44
36,	14.4  ,	-32.0887  ,	-4.49973  ,	-4.49217  ,	0.0205589  ,	-39.3361  ,	0.00432427  ,	128.725
43.2,	14.4  ,	-38.0099  ,	-6.27699  ,	-6.27408  ,	0.0168898  ,	-56.1511  ,	0.00274954  ,	114.455
50.4,	14.4  ,	-57.4268  ,	-8.80897  ,	-8.80891  ,	0.0127314  ,	-75.476  ,	0.00112402  ,	102.098
57.6,	14.4  ,	-47.8592  ,	-12.3353  ,	-12.3341  ,	0.00851359  ,	-98.1059  ,	0.000252323  ,	-132.524
64.8,	14.4  ,	-68.086  ,	-17.2166  ,	-17.2166  ,	0.0047673  ,	-127.044  ,	0.000918083  ,	-127.927
72,	14.4  ,	-41.2651  ,	-23.9295  ,	-23.85  ,	0.00213615  ,	-174.571  ,	0.000744227  ,	-149.136
79.2,	14.4  ,	-40.4836  ,	-28.3107  ,	-28.0551  ,	0.0013411  ,	108.016  ,	0.000380284  ,	45.8169
86.4,	14.4  ,	-33.3822  ,	-24.0839  ,	-23.6013  ,	0.000892348  ,	67.1733  ,	0.00214995  ,	7.12354
93.6,	14.4  ,	-41.044  ,	-17.9779  ,	-17.9565  ,	0.00127891  ,	179.931  ,	0.00427108  ,	-14.8082
100.8,	14.4  ,	-26.613  ,	-12.692  ,	-12.5194  ,	0.00557689  ,	167.446  ,	0.00619783  ,	-35.4567
108,	14.4  ,	-22.7982  ,	-7.78163  ,	-7.64693  ,	0.0126306  ,	147.636  ,	0.00734384  ,	-55.6913
115.2,	14.4  ,	-21.8826  ,	-3.45536  ,	-3.39342  ,	0.0227407  ,	128.384  ,	0.00716163  ,	-75.9709
122.4,	14.4  ,	-22.9557  ,	0.251667  ,	0.272369  ,	0.0359771  ,	110.411  ,	0.00526486  ,	-98.2858
129.6,	14.4  ,	-26.7141  ,	3.38319  ,	3.38744  ,	0.0520129  ,	93.9686  ,	0.00183533  ,	-148.46
136.8,	14.4  ,	-41.052  ,	5.98697  ,	5.98706  ,	0.0700495  ,	79.2433  ,	0.00465567  ,	83.0966
144,	14.4  ,	-28.9134  ,	8.10553  ,	8.10639  ,	0.0888658  ,	66.411  ,	0.0114799  ,	60.0435
151.2,	14.4  ,	-21.719  ,	9.77744  ,	9.78052  ,	0.106985  ,	55.6402  ,	0.0189569  ,	46.7333
158.4,	14.4  ,	-18.1324  ,	11.0378  ,	11.043  ,	0.122901  ,	47.0864  ,	0.0261366  ,	37.2523
165.6,	14.4  ,	-16.0817  ,	11.917  ,	11.9239  ,	0.135294  ,	40.8836  ,	0.0321486  ,	30.7034
172.8,	14.4  ,	-14.9856  ,	12.4391  ,	12.4469  ,	0.143166  ,	37.1345  ,	0.0362807  ,	26.8631
180,	14.4  ,	-14.6064  ,	12.6188  ,	12.627  ,	0.145903  ,	35.9026  ,	0.0380589  ,	25.6565
187.2,	14.4  ,	-14.8467  ,	12.4603  ,	12.4684  ,	0.143284  ,	37.2049  ,	0.0372859  ,	27.0341
194.4,	14.4  ,	-15.698  ,	11.956  ,	11.9635  ,	0.135483  ,	41.0097  ,	0.0340489  ,	30.9335
201.6,	14.4  ,	-17.2349  ,	11.0871  ,	11.0935  ,	0.123078  ,	47.2383  ,	0.0287099  ,	37.2673
208.8,	14.4  ,	-19.6485  ,	9.82515  ,	9.83005  ,	0.10706  ,	55.7711  ,	0.0218772  ,	45.9197
216,	14.4  ,	-23.3735  ,	8.13471  ,	8.13778  ,	0.0887771  ,	66.457  ,	0.0143452  ,	56.7457
223.2,	14.4  ,	-29.6635  ,	5.97721  ,	5.97839  ,	0.0697848  ,	79.1239  ,	0.00699016  ,	69.5386
230.4,	14.4  ,	-48.8089  ,	3.31692  ,	3.31695  ,	0.0516207  ,	93.5896  ,	0.000630701  ,	81.8969
237.6,	14.4  ,	-35.7647  ,	0.133699  ,	0.134816  ,	0.0355511  ,	109.673  ,	0.00412004  ,	-78.3861
244.8,	14.4  ,	-32.2055  ,	-3.54708  ,	-3.54117  ,	0.022384  ,	127.198  ,	0.00695515  ,	-60.2752
252,	14.4  ,	-33.6464  ,	-7.59094  ,	-7.58018  ,	0.0124128  ,	145.973  ,	0.00791782  ,	-40.3169
259.2,	14.4  ,	-41.4791  ,	-11.684  ,	-11.6795  ,	0.00550095  ,	165.546  ,	0.00735438  ,	-18.3206
266.4,	14.4  ,	-49.185  ,	-15.4502  ,	-15.4483  ,	0.00126116  ,	-179.035  ,	0.00581587  ,	6.66247
273.6,	14.4  ,	-44.4663  ,	-18.8168  ,	-18.805  ,	0.00086503  ,	51.8903  ,	0.00394992  ,	37.4704
280.8,	14.4  ,	-50.2913  ,	-22.0509  ,	-22.0444  ,	0.00131859  ,	86.5636  ,	0.0024528  ,	81.244
288,	14.4  ,	-35.7629  ,	-23.3323  ,	-23.091  ,	0.00153218  ,	165.996  ,	0.00193564  ,	138.308
295.2,	14.4  ,	-28.5035  ,	-19.1283  ,	-18.6537  ,	0.00357461  ,	-134.246  ,	0.00203762  ,	-179.325
302.4,	14.4  ,	-26.8297  ,	-14.0641  ,	-13.8402  ,	0.00687921  ,	-102.661  ,	0.00199057  ,	-157.557
309.6,	14.4  ,	-26.507  ,	-10.2865  ,	-10.1841  ,	0.0107723  ,	-79.2391  ,	0.00172471  ,	-154.423
316.8,	14.4  ,	-26.8643  ,	-7.54933  ,	-7.49878  ,	0.0147625  ,	-59.4939  ,	0.00171451  ,	-170.533
324,	14.4  ,	-27.7334  ,	-5.5813  ,	-5.55492  ,	0.0184381  ,	-42.3094  ,	0.00236575  ,	175.614
331.2,	14.4  ,	-29.1718  ,	-4.18896  ,	-4.17519  ,	0.0215245  ,	-27.478  ,	0.00338837  ,	173.969
338.4,	14.4  ,	-31.5473  ,	-3.22508  ,	-3.21869  ,	0.0239148  ,	-15.1723  ,	0.00445488  ,	177.112
345.6,	14.4  ,	-35.995  ,	-2.57743  ,	-2.57545  ,	0.0256329  ,	-5.77253  ,	0.00540264  ,	-179.706
352.8,	14.4  ,	-49.8296  ,	-2.16895  ,	-2.16887  ,	0.0267535  ,	0.267623  ,	0.00615091  ,	-178.646
0,	18  ,	-39.6831  ,	-1.95762  ,	-1.95689  ,	0.0268588  ,	2.62617  ,	0.00835953  ,	-179.998
7.2,	18  ,	-32.7895  ,	-1.9312  ,	-1.92764  ,	0.0268864  ,	1.16983  ,	0.00858761  ,	175.502
14.4,	18  ,	-29.8196  ,	-2.11903  ,	-2.11166  ,	0.0263177  ,	-4.073  ,	0.00842351  ,	167.781
21.6,	18  ,	-28.8433  ,	-2.56966  ,	-2.55943  ,	0.0250554  ,	-12.7819  ,	0.00781014  ,	157.399
28.8,	18  ,	-29.5892  ,	-3.36294  ,	-3.3526  ,	0.0230005  ,	-24.5405  ,	0.00669147  ,	144.996
36,	18  ,	-32.4058  ,	-4.60801  ,	-4.60081  ,	0.0201163  ,	-38.9751  ,	0.00507925  ,	131.156
43.2,	18  ,	-38.8187  ,	-6.43928  ,	-6.43677  ,	0.0165012  ,	-55.8756  ,	0.0031259  ,	116.573
50.4,	18  ,	-73.2708  ,	-9.01652  ,	-9.01652  ,	0.012426  ,	-75.3399  ,	0.00114998  ,	104.277
57.6,	18  ,	-46.435  ,	-12.5336  ,	-12.5319  ,	0.00831236  ,	-98.1484  ,	0.00046954  ,	-119.141
64.8,	18  ,	-66.1171  ,	-17.2524  ,	-17.2523  ,	0.00467309  ,	-127.257  ,	0.00124054  ,	-128.09
72,	18  ,	-42.0415  ,	-23.6249  ,	-23.5628  ,	0.00212296  ,	-174.494  ,	0.000979714  ,	-156.379
79.2,	18  ,	-38.5316  ,	-27.8115  ,	-27.4584  ,	0.0013297  ,	109.973  ,	0.000679166  ,	68.4888
86.4,	18  ,	-33.893  ,	-21.7458  ,	-21.4887  ,	0.000892554  ,	71.4803  ,	0.00283141  ,	17.2093
93.6,	18  ,	-56.1692  ,	-15.9425  ,	-15.9421  ,	0.00128522  ,	175  ,	0.0054733  ,	-7.50906
100.8,	18  ,	-29.7514  ,	-11.3942  ,	-11.3313  ,	0.0054557  ,	165.481  ,	0.00785005  ,	-29.2398
108,	18  ,	-24.5051  ,	-7.26238  ,	-7.1812  ,	0.0123524  ,	146.392  ,	0.00922205  ,	-49.9416
115.2,	18  ,	-22.8359  ,	-3.39064  ,	-3.34157  ,	0.0222691  ,	127.53  ,	0.00890749  ,	-70.2677
122.4,	18  ,	-23.5125  ,	0.133151  ,	0.15187  ,	0.0352789  ,	109.837  ,	0.00642628  ,	-91.9506
129.6,	18  ,	-27.0643  ,	3.22312  ,	3.22718  ,	0.0510577  ,	93.6118  ,	0.00192073  ,	-140.841
136.8,	18  ,	-41.4004  ,	5.84453  ,	5.84461  ,	0.0688117  ,	79.0548  ,	0.00587526  ,	81.9914
144,	18  ,	-28.9945  ,	7.99929  ,	8.00016  ,	0.0873287  ,	66.3491  ,	0.0144434  ,	61.3128
151.2,	18  ,	-21.7718  ,	9.7082  ,	9.71129  ,	0.105146  ,	55.6697  ,	0.0237208  ,	48.5386
158.4,	18  ,	-18.1593  ,	10.9993  ,	11.0046  ,	0.12078  ,	47.1788  ,	0.0325707  ,	39.2224
165.6,	18  ,	-16.0918  ,	11.9007  ,	11.9076  ,	0.132931  ,	41.0166  ,	0.0399325  ,	32.7152
172.8,	18  ,	-14.9872  ,	12.4355  ,	12.4434  ,	0.140625  ,	37.2919  ,	0.0449418  ,	28.87
180,	18  ,	-14.6064  ,	12.6188  ,	12.627  ,	0.143264  ,	36.0726  ,	0.0470273  ,	27.6423
187.2,	18  ,	-14.8511  ,	12.4544  ,	12.4624  ,	0.140638  ,	37.3788  ,	0.0459556  ,	28.9955
194.4,	18  ,	-15.7117  ,	11.9346  ,	11.942  ,	0.132921  ,	41.1797  ,	0.0418424  ,	32.8698
201.6,	18  ,	-17.2614  ,	11.0403  ,	11.0467  ,	0.12069  ,	47.3951  ,	0.0351424  ,	39.1713
208.8,	18  ,	-19.685  ,	9.7433  ,	9.74825  ,	0.104925  ,	55.9021  ,	0.0266159  ,	47.7645
216,	18  ,	-23.3908  ,	8.01033  ,	8.01348  ,	0.0869556  ,	66.5438  ,	0.017254  ,	58.4459
223.2,	18  ,	-29.4809  ,	5.81027  ,	5.81155  ,	0.0683155  ,	79.1402  ,	0.00814825  ,	70.7343
230.4,	18  ,	-44.5409  ,	3.12841  ,	3.12848  ,	0.0505152  ,	93.4987  ,	0.000355352  ,	57.4898
237.6,	18  ,	-38.8471  ,	-0.00392194  ,	-0.00335512  ,	0.034792  ,	109.424  ,	0.00550117  ,	-74.8227
244.8,	18  ,	-35.7245  ,	-3.45955  ,	-3.45697  ,	0.0219262  ,	126.717  ,	0.00891145  ,	-57.2857
252,	18  ,	-39.8518  ,	-6.99191  ,	-6.98966  ,	0.0121896  ,	145.128  ,	0.00998781  ,	-37.5301
259.2,	18  ,	-62.1315  ,	-10.3878  ,	-10.3877  ,	0.00543418  ,	163.978  ,	0.00916704  ,	-15.6838
266.4,	18  ,	-42.0073  ,	-13.7383  ,	-13.7319  ,	0.00128136  ,	176.333  ,	0.00713719  ,	9.13515
273.6,	18  ,	-43.391  ,	-17.3499  ,	-17.3391  ,	0.000881605  ,	55.8841  ,	0.00470499  ,	39.9295
280.8,	18  ,	-63.1008  ,	-21.178  ,	-21.1778  ,	0.00136303  ,	86.6741  ,	0.00275859  ,	85.5179
288,	18  ,	-41.4107  ,	-22.5243  ,	-22.4685  ,	0.00153402  ,	161.889  ,	0.00216337  ,	148.13
295.2,	18  ,	-30.5955  ,	-18.8184  ,	-18.5391  ,	0.00343985  ,	-136.54  ,	0.0023558  ,	-167.764
302.4,	18  ,	-27.7316  ,	-14.2073  ,	-14.0186  ,	0.00665182  ,	-103.933  ,	0.00223058  ,	-145.957
309.6,	18  ,	-26.999  ,	-10.5131  ,	-10.4167  ,	0.0104794  ,	-80.1028  ,	0.00173039  ,	-145.868
316.8,	18  ,	-27.1961  ,	-7.74814  ,	-7.6991  ,	0.0144236  ,	-60.1436  ,	0.00169552  ,	-174.814
324,	18  ,	-27.9965  ,	-5.7286  ,	-5.70291  ,	0.0180663  ,	-42.8199  ,	0.00275597  ,	168.084
331.2,	18  ,	-29.4036  ,	-4.28735  ,	-4.274  ,	0.0211261  ,	-27.8796  ,	0.00421826  ,	168.864
338.4,	18  ,	-31.7657  ,	-3.28416  ,	-3.27801  ,	0.0234924  ,	-15.472  ,	0.00564298  ,	174.061
345.6,	18  ,	-36.223  ,	-2.60756  ,	-2.60567  ,	0.025189  ,	-5.9646  ,	0.00685511  ,	178.755
352.8,	18  ,	-50.3429  ,	-2.17959  ,	-2.17952  ,	0.0262927  ,	0.19331  ,	0.00777374  ,	-178.983
0,	21.6  ,	-39.6831  ,	-1.95762  ,	-1.95689  ,	0.0262815  ,	2.67856  ,	0.010028  ,	-179.557
7.2,	21.6  ,	-32.8582  ,	-1.9311  ,	-1.92759  ,	0.0263001  ,	1.3436  ,	0.0102439  ,	176.527
14.4,	21.6  ,	-29.9048  ,	-2.13094  ,	-2.12369  ,	0.0257279  ,	-3.79317  ,	0.00997682  ,	169.256
21.6,	21.6  ,	-28.9499  ,	-2.60735  ,	-2.59728  ,	0.0244688  ,	-12.427  ,	0.00916902  ,	159.161
28.8,	21.6  ,	-29.7438  ,	-3.44154  ,	-3.43138  ,	0.0224301  ,	-24.1566  ,	0.00777003  ,	146.861
36,	21.6  ,	-32.6753  ,	-4.74229  ,	-4.73531  ,	0.0195852  ,	-38.6182  ,	0.00581009  ,	132.934
43.2,	21.6  ,	-39.4466  ,	-6.63833  ,	-6.63605  ,	0.0160406  ,	-55.6038  ,	0.0034798  ,	118.057
50.4,	21.6  ,	-68.0152  ,	-9.26814  ,	-9.26814  ,	0.0120675  ,	-75.2039  ,	0.00115683  ,	105.493
